ITEM_DESCRIPTION,count
Ceramic Glazed Wall Tiles 200X300 Mm((Other Details As Per Invoice),1
Ceramic Glazed Floor Tiles 600X600 Mm (Other Details As Per Invoice),1
Ceramic Glazed Floor Tiles 300X300 Mm ((Other Details As Per Invoice),1
"Sp:Mozilla Granito Llp,Gst:24Abpfm6811P1Zn.Inv No:-M-0207 Dt.17.04.2024",1
Vitrified Tiles 600X1200 - 10 Box,1
Vitrified Tiles,1
"Tiles, Display Velcro, Tiles Display Stand",1
Small Cut Piece Samples,1
Porcelain Tiles 800X1600Mm,1
Porcelain Tiles 600X600Mm,1
Porcelain Glazed Tiles (Size: 1200 X 2800 Mm),1
Porcelain Glazed Tiles (Size: 1200 X 2400 Mm),1
Glazed Porcelain Floor Tiles Design Code Glossy (800X1600 Mm) Other Details Asper Invoice And Packing List,1
Glazed Vitrified Tiles Of A Water Absorption Coefficient By Weight Not Exceeding0.5%(Oth. Det As Per Inv.),1
Glazed Vitrified Tiles (Size : 600 X 1200 Mm) (Palletised),1
Glazed Vitrified Tiles (Size : 300 X 1200 Mm) (Palletised),1
Glazed Porcelain Tiles ( Water Absorption Percentage = Not Exceeding 0.5%)(+2 Box Sample Of Tiles - Foc) (Palletised),1
Ceramic Glazed Tiles Size 600X600 Mm (Other Details As Per Inv And Plist.),1
Glazed Ceramic Tiles Size 600Mm X 1200Mm1 Box = 2 Pcs (Per Box 1.44 Sqmtrs) Asper Invoice,1
Glazed Vitrified Tiles (600X1200Mm / Lapato) Rest As Per Inv And Pl,1
Ceramic Glazed Tiles (600X1200Mm / Carving) Rest As Per Inv And Pl,1
Vitrified Tiles Size-600X600 Mm As Per Inv.,1
Vitrified Tiles Size-600X1200 Mm As Perinv.,1
Vitrified Tiles Size-300X1200 Mm As Perinv.,1
Glazed Porcelain Floor Tiles Design Code Sugar (600X1200 Mm) Other Details As Per Invoice & Packing List,1
Glazed Porcelain Floor Tiles Design Code Satin Matt (1200X1200 Mm) Other Details As Per Invoice & Packing List,1
Ceramic Glazed Floor Tiles (Digital Coloured) (Size: 300X300 Mm) (We Intnd To Clm Bnft Undr Rodtep Scheme),1
Glazed Vitrified Tiles (Size: 600X1200 Mm) (1 Box = 2 Pcs) (Sample),1
Ceramic Polished Vitrified Tiles (Size:60X120 & 60X60 Cm) (9 Boxes) (Sample),1
Glazed Ceramic Wall Tiles (936 Box),1
Glazed Ceramic Wall Tiles (702 Box),1
"Porcelain Tiles (Size:600X600 Mm, 4928 Boxes) Other Dtls As Per Inv & Pl",1
Free Samples-34 Boxes (Other Det.As Perinv),1
Vitrified Tiles(800 X 800 Mm (Each Box 3Pcs.Pkg. 20.67 Sq.Ft.& 1.92 Sq.Mtr)(Other Details Are As Per Invoice),1
"Glazed Wall Tiles Water Absorption > 0.10% Size 300X600 Mm, O/D As Per Inv & Pl",1
Ceramic Wall Tiles (780 Box),1
"Digital Printed Glazed Porcelain Tiles 1200X1200 Mm,Supplier Gst: 24Aancs3264L1Zy Inv No.U1/23-24/0012653 Dt:31/03/2024",1
Supplier : Rollstar Granito Llp Gst No24Abgfr6812E1Zd Inv No. Gstt/45 Dt 05.04.2024,1
Glazed Vitrified Tiles Tile Size: 60X180Cm ( Foc Samples 14 Box) As Per Invoice,1
Ceramic Glazed Color Floor Tiles (Size:600X600 X9.5Mm) And Other Details As Perinv And Pl,1
Ceramic Glazed Color Floor Tiles (Size:600X600 X9.5Mm) (Sugar) And Other Details As Per Inv And Pl,1
Porcelain Tiles (Size:800X1600 Mm) And Other Details As Per Inv And Pl,1
Ceramic Glazed Wall Tiles - 300 X 600 Mm,1
Ceramic Glazed Wall Tiles - 300 X 450 Mm,1
Porcelain Tiles Other Details As Per Packing List,1
Ceramic Glazed Vitrified Tiles (Size: 300X300 Mm Mosaic) - Other Details As Perinv & Pl,1
Ceramic Glazed Floor Tiles (Coloured) (Size : 400X400 Mm) (Palletised),1
Vitrified Tiles(600 Mm X 1200 Mm)(Otherdetails Are As Per Invoice),1
Vitrified Tiles(300 Mm X 1200 Mm)(Otherdetails Are As Per Invoice),1
Glazed Vitrified Tiles - 800X2600 Mm,1
"Ceramic Glazed Vitrified Tiles Size:- 600Mm X 600Mm, 3Pc/Box",1
Vitrified/Porcelain Tiles Size:600Mm X600Mm(1Box=1.44Sqm)Other Details As Per Inv & Pl,1
Vitrified/Porcelain Tiles Size:100Mm X600Mm(1Box=0.90Sqm)Other Details As Per Inv & Pl,1
Polished Porcelain Vitrified Tiles ( Double Charge )(600X600Mm)(Rest As Per Inv),1
Digital Glazed Vitrified Tiles Size : 200X1200 Mm,1
Digital Glazed Ceramic Wall Tiles Size: 300X600 Mm,1
Ceramic Parking Tiles (Size: 500X500 Mm)(We Intnd To Clm Bnft Undr Rodtep Scheme),1
Ceramic Glazed Vitrified Tiles (Size: 600X600 Mm) (We Intnd To Clm Bnft Undr Rodtep Scheme),1
Ceramic Glazed Wall Tiles (Rain Drop Series) (Size: 300X600 Mm),1
Glazed Vitrified Tiles (Polished) (Size:600X600 Mm) (+5 Box Sample Of Tiles - Foc) (Palletised),1
Digital Glazed Vitrified Tiles (Digitalglazed Porcelain Tiles) Size:600X600 Mm.Tax Inv.173 Dt.17.04.2024,1
Ceramic Glazed Wall Tiles Size:30Cm X60Cm(1Box=0.90Sqm)Other Details As Per Inv& Pl,1
Ceramic Glazed Colored Floor Tiles Size:30Cm X30Cm(1Box=0.81Sqm)Other Details Asper Inv & Pl,1
Glazed Vitrified Tiles Size 798 X 1598 Mm,1
Glazed Vitrified Tiles Size 598 X 1198 Mm,1
Glazed Vitrified Tiles Size 1198 X 2398 Mm,1
Ceramic Glazed Tiles Size- 300X600 Mm Other Details As Per Invoice & Packing List,1
Ceramic Glazed Tiles Size- 300X300 Mm Other Details As Per Invoice & Packing List,1
Digital Printed Coloured Glazed Porcelain Tiles 600X1200Mm[1 Box = 2 Pcs = 1.44M2 (Sqm/Box)Super High Glossy,1
Digital Printed Coloured Glazed Porcelain Tiles 600X1200Mm[1 Box = 2 Pcs = 1.44M2 (Sqm/Box)High Glossy(Rest As Per Inv),1
Digital Glazed Vitrified Tiles Size Mm 1200 X 1200 Mm,1
( Glazed Vitrified Tiles/Glazed Ceramictiles ) Size 798 X 1598 Mm,1
( Glazed Vitrified Tiles/Glazed Ceramictiles ) Size 1198 X 2398 Mm,1
Digital Glazed Vitrified Tiles (Rest Asper Inv),1
Glazed Vitrified Tiles Bristal Onyx ( Glossy ),1
Glazed Vitrified Tiles Aspira Crema ( Glossy ),1
Ceramic Glazed Wall Tiles Size:- 200Mm X300Mm Gstno:24Aaxfs0124J1Z1 Invno:Gstt/11 Dt:04.04.2024,1
Ceramic Glazed Floor Tiles Size:- 400Mmx 400Mm Gstno:24Adffs5828Q1Ze Invno:Exp/1 Dt:04.04.2024,1
"Digital Printed Glazed Porcelain Tiles 600X600 Mm,Supplier Gst No.24Aancs3264L1Zy Inv No.U1/23-24/0012564 Dt: 31/03/2024",1
"Digital Printed Glazed Porcelain Tiles 1200X1200 Mm,Supplier Gstn:24Aancs3264L1Zy Inv No.U1/23-24/0012562 Dt:31/03/2024",1
Fullbody Porcelain Tiles & (Sample 26 Boxes Foc ) (Post Export Epcg Licence No:2430005456Dt:22-10-2019) (All Other Deta,1
Digital Glazed Vitrified Tiles (Size : 600X1200 Mm) (Palletised),1
Glazed Porcelain Tiles 600X1200 As Per Inv,1
Ceramic Glazed Tiles (Size: 4X12G) As Per Invoice And Packing List,1
Glazed Vitrified Tiles (Size: 303X303 Mm) (Other Details As Per Invoice & Packing List),1
Glazed Vitrified Tiles (Size: 295X295 Mm) (Other Details As Per Invoice & Packing List),1
Glazed Vitrified Tiles (Size: 255X295 Mm) (Other Details As Per Invoice & Packing List),1
Polished Glazed Vitrified Tiles (Other Details As Per Inv & Pkg),1
"Sp:Pollens Granito Llp,Gst No. 24Abbfp3229Q1Zy,Inv.Gstt/412 Dt:-17.04.2024",1
Sp: Letic Vitrified Pvt.Ltd..Gst No.: 24Aaecl0944K1Zj.Inv No.Gstt/167 Dt.17.04.2024,1
Digital Glazed Porcelain Tiles 600X600 Mm And 7 Sample Box With No Commercial Value Foc Item (As Per Invoice),1
Ceramic Tiles 300X450Mm[1 Box = 6 Pcs =0.81 M2 (Sqm/Box)(Matt)(Rest As Per Inv),1
Ceramic Tiles 300X450Mm[1 Box = 6 Pcs =0.81 M2 (Sqm/Box) Glossy](Rest As Per Inv),1
Polished Porcelain Tiles( Glazed Vitrified Tiles)(600X600X20Mm)(Rest As Per Inv),1
Glazed Vitrified Tiles Size : 600X600Mm( 1 Box = 1.44 Sqmt) (Other Details As Per Inv & Pl),1
Polished Porcelain Tiles (Glazed Vitrified Tiles)(600X600Mm)(Rest As Per Inv),1
Digital Printed Polished Glazed Porcelain Tiles 200X1200Mm[1 Box = 5 Pcs = 1.20 M2 (Sqm/Box)(Rest As Per Inv),1
"Real Granito Private Limited,24Aaecr7320P1Z3,Rg/24-25/34 ,09.04.2024",1
Sample Boxes (Promotional)-Glazed Vitrified Tiles Of A Water Absorption Coefficient By Weight Not Exceeding 0.5%,1
"Ceramic Tiles Size : 600 X 600 Mm (4 Pcs/Box,1.44 Sqm/Box)(Other Details As Perinvoice)",1
"Ceramic Tiles Size : 200 X 300 Mm (16 Pcs/Box,0.96 Sqm/Box)(Other Details As Perinvoice)",1
Glazed Vitrified Tiles Of A Water Absorption Coefficient By Weight Not Exceeding0.5%,1
Ceramic Glazed Vitrified Tiles Size:800Mmx3000Mm Gst:24Aagfi0127E1Z0 Inv:Gt/242541 Gt/242542 Gt/242543 Dt:09.04.2024,1
Glazed Vitrified Tiles (Sample Set 14 Boxes )Other Details As Per Invoice And Packing List,1
Glazed Vitrified Tiles Statuario Crema (Glossy ),1
Glazed Vitrified Tiles Imperial Gold ( Glossy ),1
Glazed Vitrified Tiles Samples ( As Perinv & Pl ),1
Digital Printed Glazed Porcelain Tiles Size- 1200X1200 Mm Other Details As Per Invoice & Packing List,1
Digital Glazed Porcelain Tiles - Size :600 X 600 Mm (Per Box - 4 Pcs) - (Rest As Per Inv & Pl),1
Glazed Vitrified Tiles 800X800 (As Per Inv). Tax Inv No. V-0082 Dt.17.04.2024,1
Glazed Vitrified Tiles 600X600 (As Per Inv). Tax Inv No. Gstt/110 Dt.17.04.2024,1
Glazed Vitrified Tiles 400X400 (As Per Inv). Tax Inv No. Ex-1 Dt.17.04.2024,1
Glazed Ceramic Tiles 500X500 (As Per Inv). Tax Inv No. Gstt/135 Dt.17.04.2024,1
Glazed Ceramic Tiles 300X600 (As Per Inv). Tax Inv No. Gst/2425-82 Dt.17.04.2024,1
Glazed Ceramic Tiles 200X900 (As Per Inv). Tax Inv No. 68 Dt.17.04.2024,1
"Glazed Vitrified Tiles (Size:600X1200 Mm, 512 Boxes) Other Dtls As Per Inv & Pl",1
"Glazed Vitrified Tiles (Size:600X1200 Mm, 480 Boxes) Other Dtls As Per Inv & Pl",1
Ceramic Glazed Polished Porcelain Tilessize : 600 X 1200 Mm (2 Pcs/Box = 1.44 Sqm) - Sample Box,1
Ceramic Glazed Porcelain Tiles Size : 600 X 600 Mm (4 Pcs/Box = 1.44 Sqm) Samples Set,1
Glazed Vitrified Tiles Of A Water Absorption Coefficient By Weight Not Exceeding0.5% -Oth Det As Per Inv,1
Glazed Vitrified Tiles (Sample Boxespromotional) -Oth Det As Per Inv,1
Ceramic Glazed Wall Tiles - (Mix Size Sample 15 Boxes (F.O.C) ) Other Details As Per Invoice And Packing List,1
Sample - (Size: 800 X 800 Mm) - Other Details As Per Inv/Pkg List,1
Sample - (Size: 600 X 600 Mm) - Other Details As Per Inv/Pkg List,1
Sample - (Size: 600 X 1200 Mm) - Other Details As Per Inv/Pkg List,1
Petangonia 600X1200 Glazed Porcelain Tiles,1
Carrara Onyx 600X1200 Glazed Porcelain Tiles,1
Black Statuario 600X1200 Glazed Porcelain Tiles,1
Ceramic Tiles 300X300Mm[1 Box = 11 Pcs =0.99 M2 (Sqm/Box)(Matt](Rest As Per Inv),1
Ceramic Tiles 300X300Mm[1 Box = 11 Pcs =0.99 M2 (Sqm/Box)(Matt)(Rest As Per Inv),1
Glazed Ceramic Wall Tiles (780 Box),1
Polished Glazed Vitrified Tiles Size: 600X1200X8.5 Mm As Per Inv. Factory Inv- Exp/1 Dt.18.04.2024,1
30X60 Cm Porcelain Wall Tiles As Per Invoice,1
Vitrified Floor Tiles (Size: 600X1200 Mm),1
Polished Glaze Vitrified Tiles & (Mix Sizes Sample 9 Boxes Foc) (Other Dtls Asper Inv & Pl),1
High Depth Tiles Elevation 300X600Mm(1 Box=5 Pcs)O/D As Per Inv/Pl Inv/P,1
"Digital Printed Glazed Porcelain Tiles 600X1200 Mm,Supplier Gst: 24Aancs3264L1Zyinv No.U1/23-24/0012540 Dt: 31/03/2024",1
Digital Glazed Vitrified Tiles (Size:600X1200Mm)(We Intnd To Clm Bnft Undr Rodtep),1
Glazed Vitrified Tiles Size: 600X1200 Mm(Other Dtls As Per Inv & P.List,1
Glazed Vitrified Floor Tiles (Digital Porcelain Tiles ) Size 800X800 Mm ( 1 Box= 03 Pcs ),1
Glazed Vitrified Floor Tiles (Digital Porcelain Tiles ) Size 600X600 Mm ( 1 Box= 04 Pcs ),1
Glazed Vitrified Floor Tiles (Digital Porcelain Tiles ) Size 600X1200 Mm ( 1 Box = 02 Pcs ),1
Glazed Vitrified Floor Tiles (Digital Porcelain Tiles ) Size 150X600 Mm ( 1 Box= 16 Pcs ),1
Ceramic Floor Tiles(Glazed Coloured) (600X600Mm)Other Details As Per Inv & Pkg List),1
Ceramic Plank Tiles Size: 200 X 1000 Mm(As Per Invoice),1
Digital Glazed Vitrified Tiles (Size : 800X800 Mm) (We Intnd To Clm Bnft Undr Rodtep),1
Digital Glazed Vitrified Tiles (Size : 600X600Mm)(15Mm)(We Intnd To Clm Bnft Undr Rodtep),1
Digital Glazed Vitrified Tiles (Size : 600X600 Mm)(We Intnd To Clm Bnft Undr Rodtep),1
Sample - Glazed Vitrified Tiles O/D As Per Inv/Pl,1
Ceramic Polished Vitrified Tiles (Size:80X160 Cm),1
Polished Glazed Porcelain Tiles,1
Digital Vitrified Tiles,1
Ceramic Glazed Floor,1
Glazed Vitrified Tiles(Sample Tiles Only31 Box)(Other Details Are As Per Invoice),1
"Cutting Glazed Vitrified Tiles 22""X32"" &4""X32 (Vitrified Tiles Sample 22""X32"" &4""X32"" 4 Pcs& 22""X38"" & 4""X38"" 1Pcs)",1
Glazed Vitrified Tile(Sample Tiles Only125 Box)(Other Details Are As Per Invoice),1
Glazed Vitrified Tiles (Size: 600 X 1200Mm) (+9 Box Sample Of Tiles - Foc) (Palletised),1
Sample,1
Glazed Vitrified Tiles(Sample Tiles Only7 Box)(Other Details Are As Per Invoice),1
Ceramic Wall Tiles(Other Details Are Asper Invoice),1
Glazed Vitrified Floor Tiles Coloured(Sample Tiles Only 6 Box)(Other Details Areas Per Invoice),1
"Digital Glazed Porcelain (Vitrified) Tiles Size:600X1200Mm (Full Polished), Mfg-Embito Granito Llp Inv-Ex-2 Dt.18.04.202",1
Polished Glazed Vitrified Floor Tiles,1
"Said To Contain Glazed Porcelain Tiles Size: 600X1200 Mm, Glossy Other Dtls As Per Inv & P.List",1
Glazed Vitrified Tiles Size 798 X 1598 X 12 Mm,1
As Per Packing List Packing In Pallet Glazed Vitrified Tiles Size 600X1200Mm,1
Foc Sample Tiles 400X400 (O/D As Per Inv. & Pl.),1
Glazed Vitrified Tiles Size: 600X600 Mmgvt ( Other Details As Per Inv & Pl ),1
(Sample - 12 Boxes) Digital Glazed Walltiles (Ceramic Wall Tiles) Size: 200X600Mm.,1
Glazed Vitrified Tiles Size: 600X600 Mm(Other Dtls As Per Inv & P.List,1
Digital Glazed Vitrified Tiles Size1200X1200Mm Total 420 Boxes Other Details Asper Inv And Pl,1
Digital Glazed Vitrified Tiles Size1200X1200Mm Total 416 Boxes Other Details Asper Inv And Pl(30 Boxes Of Samples Are,1
Digital Glazed Vitrified Tiles (Size: 600X1200 Mm) (Gst No: 24Aacch5571L1Ze),1
Glazed Vitrified Tiles As Per Inv. Tax Inv-Gst0119 Dt.18.04.2024,1
Glazed Vitrified Tiles Sample ( As Perinv & Pl ),1
Supplier : Item No.2 Lorence Vitrified Llp Gstno.24Aagfl8082K1Zy Inv No.Me/12 &Dt 18.4.2024,1
Supplier : Item No.1Agilis Vitrified Pvtltd Gst No. 24Aavca1497M1Zz Inv No. Me/38 Dt:18.04.2024,1
Glazed Vitrified Tiles Tile Size: 60X120Cm Imagine - Ha61813A As Per Invoice,1
Glazed Vitrified Tiles Tile Size: 40X80Cm Lrnc-Ha4805M And 5877-Ha4806M.Lrnc5876 Light Grey -Ha4807 As Per Invoice,1
"Glazed Vitrified Tiles `Pgvt` (Porcelaintile) Size 600X1200 Mm, 10 Pcs Free Ofdisplay Stand Other Details As Invoice",1
Glazed Porcelain Tiles 600X1200 Mm - 2 Pcs Per Box Covers 1.44Sqm Othr Dtl As Per Inv Pl1428.481428.48Sqm,1
Glazed Porcelain Tiles 600X1200 Mm - 2 Pcs Per Box Covers 1.44Sqm Othr Dtl As Per Inv Pl1427.041427.04Sqm,1
Ceramic Glazed Floor Tiles Size : 300 X300 Mm (Finishing Ceramics),1
Porcelain Glaze Vitrified Tiles (Size: 600X600 Mm) (24 Boxes) (Other Details Asper Invoice & Packing List) (Sample),1
Glazed Vitrified Slab Tiles 320X160X2 Cm(Vitrified Tiles Sample 320X160X1.2 Cm20 Pcs & 320X160X1Pcs),1
"Cutting Glazed Vitrified Tiles 22""X38"" &4""X38"" Vitrified Tiles Sample Kit 4 Pcs Othr Dtl As Per Inv Pl",1
Unglaze Porcelain Floor Tile:Cream Matt(960 Boxes) & All Other Details As Per Invoice And Pl,1
Porcelain Tiles ( All Other Details As Per Invoice And Pl),1
Digital Glazed Vitrified Tiles (Size: 600 X 900 Mm) (Palletised),1
Porcelain Glazed Tiles Size:600X1200 Mm.As Per Inv. Tax Inv No.Gstt/52 Dt.04.04.2024,1
Ceramic Glazed Vitrified Tiles Samples,1
Digital Glazed Vitrified Tiles 600X1200Mm Packed In Box Contain 03 Pcs (As Perinvoice),1
Full Body Vitrified Tiles-Details As Perinvoice,1
Ceramic Glazed Wall Tiles- 300X 600Mm,1
Ceramic Glazed Wall Tiles- 300X 450Mm,1
Ceramic Glazed Wall Tiles- 200X 600Mm,1
Ceramic Glazed Floor Tiles- 400 X400Mm,1
Glazed Vitrified Tiles (Polished) Vitrified Tiles 600X1200 Mm ( (2 Tiles / Box &1.44 Sqm/Box)) ( 3904 Box),1
Glazed Vitrified Tiles (Polished) Vitrified Tiles 600X1200 Mm ( (2 Tiles / Box &1.44 Sqm/Box)) ( 192 Box),1
Free Samples No Value Size:600X600Mm ( 2Boxes ) As Per Invoice,1
Free Samples No Value Size:600X1200Mm (10 Boxes ) As Per Invoice,1
Glazed Vitrified Tiles (Carvin Series) (Size: 600X1200 Mm),1
Glazed Vitrified Tiles Size:600 X 1200Mmother Details As Per Inv & Pl,1
For Sample Digital Glazed Vitrified Tiles Size 600X1200Mm-6 Boxes Having No Commercial,1
Digital Glazed Vitrified Tiles Size 300X600Mm Packing: 05 Pcs 1440 Boxes,1
"Notify Party1:Mak Overseas Shipping & Clearance,Western Bekaa - Alrofeed - Highway 1311-",1
Sp:Spencera Ceramica Llp.Gst:24Aelfs4398L1Z9.Inv:Scl/2425-3.T.01.04.2024,1
Ceramic Glazed Parking Tiles.5 Pcs/ Box,1
Polished Glaze Porcelain Tiles (588 Box),1
Glaze Porcelain Tiles (Lappato Carving Finish) (476 Box),1
Glaze Porcelain Tiles (High Glossy Finish) (238 Box),1
"Glazed Vitrified Floor Tiles Size600X1200 (1 Box=2 Pcs),Mfg-Sunshine Vitrious Tiles Pvt Ltd Inv-Sv/1478 Dt:31/03/2024 Gs",1
"Sp:Delta Tiles Limited,Gst No.:- 24Aaccd2744D1Z6.Inv No:-Gstt/68, Dt.04.04.2024",1
Glazed Vitrified Tiles For Sample Otherdetails As Per Inv & Pl,1
Glazed Ceramic Vitrified Tiles For Sample Other Details As Per Inv & Pl,1
Digital Glazed Vitrified Tiles (Size : 600X600 Mm) (Palletised) (We Intend To Claim Benefit Under Rodtep),1
Digital Glazed Vitrified Tiles (Size : 600X1200 Mm) (Palletised) (We Intend To Claim Benefit Under Rodtep),1
Ceramic Glazed Colours Printed Wall Tiles Size: 250X375 Mm (472 Boxes) (As Per Inv),1
Ceramic Glazed Wall Tiles Size: 300X450Mm (As Per Inv),1
Ceramic Glazed Wall Tiles Size: 300X300Mm (As Per Inv),1
Polished Glaze Porcelain Tiles (3720 Box),1
Ceramic Glazed Wall Tiles (26294-L) (Other Details As Perinv And Pl),1
Ceramic Glazed Wall Tiles (18420-D) (Other Details As Perinv And Pl),1
Digital Glazed Vitrified Tiles Size Mm 800 X 800 (As Per Inv),1
Digital Glazed Vitrified Tiles Size Mm 600 X 600 (As Per Inv),1
Supplier: Vetican Granito Llp Gst No:24Aavfv1518K1Zq Invoice No & Date:Vtcn/47Dt: 03.04.2024,1
Sample Box Size : 120 Cm X 120 Cm (1 Box),1
Glazed Vitrified Tiles (800X800 Mm) Other Details As Per Invoice And Packing List,1
Glazed Vitrified Tiles(600 X 600 Mm)(Other Details Are As Per Invoice),1
Glazed Vitrified Tiles Size: 600X1200Mm,1
Porcelain Tiles 600X600Mm[1 Box = 4 Pcs= 1.44 M2 (Sqm/Box)[Glossy](Rest As Perinv),1
Porcelain Tiles 600X1200Mm[1 Box = 2 Pcs= 1.44 M2 (Sqm/Box) [High Glossy](Restas Per Inv),1
Porcelain Tiles 600X1200Mm[1 Box = 2 Pcs= 1.44 M2 (Sqm/Box) [Glossy](Rest As Per Inv),1
Digital Ceramic Walltiles Size7.6X15.2Cm Other Details As Per Inv & Pl,1
Ceramic Glazed Floor Tiles Coloured Size:40X40 Cm Per Box:6 Pcs - Per Box:0.96 Sq.Mtr,1
Ceramic Glazed Floor Tiles Coloured Size:40X40 Cm Per Box:6 Pcs - Per Box : 0.96Sq.Mtr,1
"Digital Ceramic Glazed Wall Tiles Size 25 Cm X 37.5 Cm,1 Box = 8 Pcs1 Box = 0.75S.Mtr,Mfg-Gst-24Aasfg3554B1Zj Inv.Ex242",1
"Free Sample Of Glazed Procelain Tiles, Size : (Cm) 80 X160 (Rest Details As Perinv & Pl )",1
Sample Glazed Vitrified Tiles Value Declared For Custom Purpose Only Other Details As Per Inv,1
Glazed Vitrified Tiles Armani Bronze ( Glossy ),1
Glazed Vitrified Tiles Armani Almond ( Glossy ),1
Glazed Vitrified Tiles Alonza White ( Glossy ),1
"Sample,Glazed Vitrified Tiles Size :800X1600 ,As Per Inv",1
"Sample,Glazed Vitrified Tiles Size :600X1200 ,As Per Inv",1
"Glazed Vitrified Tiles Size :800X1600 ,As Per Inv",1
"Glazed Vitrified Tiles Size :600X1200 ,As Per Inv",1
Digital Printed Polished Glazed Porcelain Tiles 800X1600Mm[1 Box = 2 Pcs = 2.56M2(Sqm/Box)(Rest As Per Inv),1
Digital Printed Polished Glazed Porcelain Tiles 800X1600Mm[1 Box = 2 Pcs = 2.56 M2 (Sqm/Box)(Rest As Per Inv),1
Ceramic Glaze Floor Tiles Coloured (Size: 600 X 600 Mm) (1 Box = 1.44 Sq.Mtr) (Other Details As Per Inv & Pl),1
Ceramic Glazed Wall Tiles Size: 300X600Mm (As Per Inv),1
Polished Glazed Vitrified Tiles Size (Cm) 60 X 120 (Other Details As Per Inv & Pl),1
Glazed Vitrified Tiles Size:600X600 Other Details As Per Inv & Pl,1
Ceramic Floor Tiles Size:150X900Mm Otherdetails As Per Inv & Pl,1
Ceramic Glazed Vitrified Tiles Sugar (Size:60X120 Cm) And Other Details As Per Inv And Pl,1
Ceramic Glazed Floor Tiles - Other Details As Per Invoice,1
"Glazed Vitrified Floor Tiles Size 800X800 ( 1 Box = 3Pcs ),Mfg-Sparten Granito Pvt. Ltd. Inv-00016 Dt:03.04.2024 Gst-24A",1
Ceramic Glazed Vitrified Tiles (Size: 800 X 3200 X 15 Mm),1
Ceramic Glazed Vitrified Tiles (Size: 800 X 2400 X 15 Mm),1
"Porcelain Glazed Full Body Light Slab, Other Details As Per Inv & Pl",1
Glazed Ceramic Wall Tile (Biii)Details As Per Invoice,1
Foc Sample Glazed Ceramic Wall Tile (Biii) (72 Boxes)Details As Per Invoice,1
Glazed Porcelain Tiles 3 Box Sample Other Details As Per Inv &Pl.,1
Digital Printed Glazed Porcelain Vitrified Tiles Size600X1200Mm(1Box=3Pcs=2.16Sqm)Total 576 Boxes Other Details As Per,1
Sample Tiles For Promotional Purpose Ofno Commercial Value Size : 60 X 120 Cm,1
Ceramic Glazed Wall Tiles (Size: 300 X 900 Mm) (Palletised),1
Ceramic Glazed Wall Tiles Coloured Size:25X40 Cm Per Box: 10 Pcs - Per Box : 1.0Sq.Mtr,1
Ceramic Glazed Wall Tiles Size (Cm) 30X 60 X Cm,1
Polished Glaze Porcelain Tiles (1792 Box),1
Full Body Porcelain Tiles 48/148Mm (1 Box = 0.888 Sq.Mtr)(Rest As Per Inv),1
Sample Tiles For Promotional Purpose Ofno Commercial Value (Free Of Cost),1
( Glazed Porcelain Tiles) Size 598 X 1198Mm,1
Ceramic Glazed Wall Tiles Tiles Size : 300X300Mm - 6.5Mm To 7Mm As Per Invoice,1
"Ceramic Glazed Vitrified Tiles,Tiles Size : 600X600Mm - 9Mm As Per Invoice",1
Free Trade Sample Glazed Porcelain Tiles 600X1200Mm[1 Box = 2 Pcs = 1.44 M2 (Sqm/Box)(Rest As Per Inv),1
Digital Printed Coloured Glazed Porcelain Tiles 600X1200Mm[1Box =2 Pcs = 1.44 M2(Sqm/Box)[High Glossy](Rest As Per Inv),1
Ceramic Glazed Digital Wall Tiles (Size: 300X600 Mm 2065 Boxes) All Other Dtls As Per Inv. & Pl,1
"Glazed Wall Tiles Size 300 X 300 Mm, 0.81 Sq.Mtr. (1 Box = 9 Pcs)",1
Glazed Vitrified Tiles `Pgvt` Porcelaintile (Glossy) Size- 1200X1200 Mm Other Details As Per Invoice & Packing List,1
Glazed Ceramic Wall Tiles (Size 600X300Mm) Brand Delta Other Details As Per Invand Pl,1
"Ceramic Glazed Floor Tiles,Tiles Size :400X400Mm - 8Mm As Per Invoice",1
"Ceramic Glazed Vitrified Tiles,Tiles Size : 600X1200Mm - 9Mm As Per Invoice",1
Polished Glazed Vitrified Tiles Size (Cm) 80 X 80 (Other Details As Per Inv & Pl),1
Glazed Vitrified Tiles Supplier Name- Ramest Ceramic Llp Supplier Gst- 24Abbfr8697N1Zc Inv- Rcld/2425-286 Dt- 19/04/2024,1
Glazed Vitrified Tiles Supplier Name- Pengvin Ceramics Supplier Gst- 24Aagfp4297E1Z6 Inv- Gstt/158 Dt- 19/04/2024,1
Glazed Vitrified Tiles (Size: 800 X 3200Mm) (+10 Box Sample Of Tiles - Foc),1
Glazed Vitrified Tiles (Size: 1200 X 3200 Mm),1
"Glazed Vitrified Tiles - 800X600 Mm, 600X1200 Mm (Free Sample Not For Sale, Value Only For Custom Purpose) As Per Inv",1
Glazed Vitrified Tiles - 600X600 Mm (O/Das Per Inv-Pkg),1
"Foc Sample - Glazed Vitrified Tiles - 600X600Mm, 300X600Mm, 200X1200Mm, 600X1200Mm, 800X1600Mm As Per Inv & Pl",1
Free Sample Of Glazed Vitrified Tiles (As Per Inv & Pl),1
Ceramic Glazed Vitrified Tiles (Assortedsamples) - (Size: 800 X 1600 Mm) - Other Details As Per Invoice & Packing List,1
